"season","team","conference","games","time_of_poss_total","pass_comps","pass_atts","net_pass_yds","pass_TDs","interceptions","rush_atts","rush_yds","rush_TDs","total_yds","fumbles_lost","turnovers","first_downs","third_downs","third_down_convs","fourth_down_convs","fourth_downs","penalties","penalty_yds","kick_returns","kick_return_yds","kick_return_TDs","punt_returns","punt_return_yds","punt_return_TDs","passes_intercepted","passes_intercepted_yds","passes_intercepted_TDs"
2022,"Boston College","ACC",12,21062,262,440,2965,21,14,363,768,6,3733,12,26,201,174,57,8,18,72,582,30,623,0,14,85,0,7,87,0
2022,"Miami (OH)","Mid-American",13,23410,184,337,2152,15,5,483,1831,14,3983,6,11,223,185,59,11,22,71,628,18,299,0,24,172,0,11,173,1
2022,"LSU","SEC",14,26058,322,480,3770,23,7,518,2573,39,6343,12,19,345,179,87,11,22,84,730,17,337,0,17,88,0,9,197,2
2022,"Syracuse","ACC",13,22022,228,370,3011,19,9,443,1860,21,4871,4,13,263,151,56,5,12,112,823,20,502,0,25,195,0,10,86,2
2022,"Nebraska","Big Ten",12,19301,205,340,2650,17,13,420,1480,17,4130,6,19,217,165,66,3,7,65,510,26,444,0,6,77,1,9,40,0
2022,"Texas State","Sun Belt",12,21939,274,442,2649,19,10,383,1236,9,3885,7,17,212,185,68,7,21,58,531,25,434,0,17,140,0,11,188,2
2022,"Minnesota","Big Ten",13,26890,172,281,2369,12,9,582,2696,33,5065,4,13,280,168,87,6,11,46,413,23,543,0,13,78,0,14,201,1
2022,"BYU","FBS Independents",13,22744,257,392,3246,32,7,438,2293,19,5539,3,10,285,157,71,8,24,74,692,23,450,0,14,127,0,8,150,3
2022,"New Mexico","Mountain West",12,20849,138,256,1266,3,9,438,1456,12,2722,5,14,157,159,35,4,14,73,614,26,560,1,18,111,0,9,90,1
2022,"James Madison","Sun Belt",11,22204,200,327,2918,27,10,479,2059,24,4977,10,20,249,151,60,9,20,56,439,22,403,0,20,114,0,11,97,2
2022,"Alabama","SEC",13,23330,280,438,3660,37,8,458,2544,26,6204,8,16,310,162,74,9,15,103,893,21,372,0,30,456,2,7,74,1
2022,"Wyoming","Mountain West",13,22703,156,304,1719,11,12,479,2358,16,4077,3,15,208,175,61,2,7,56,488,15,309,0,7,29,1,6,54,1
2022,"Tennessee","SEC",13,19684,290,422,4239,38,3,523,2593,40,6832,8,11,330,166,68,23,34,105,904,18,340,0,20,331,1,11,70,0
2022,"Oklahoma State","Big 12",13,21663,292,524,3634,24,18,476,1633,20,5267,5,23,289,204,72,5,16,46,436,33,779,1,16,147,1,13,104,0
2022,"Washington","Pac-12",13,24444,373,575,4807,32,9,402,1893,33,6700,2,11,354,183,104,16,29,88,781,25,487,0,11,121,0,7,2,0
2022,"Rice","Conference USA",13,25597,233,403,3027,23,20,460,1838,17,4865,12,32,261,173,72,12,27,79,698,26,440,0,18,161,0,8,154,1
2022,"Northwestern","Big Ten",12,20900,245,417,2524,10,17,469,1501,11,4025,13,30,228,193,72,19,39,55,490,12,199,0,8,19,0,6,16,0
2022,"Western Michigan","Mid-American",12,21911,167,335,1988,10,13,465,1635,14,3623,8,21,199,185,58,13,27,80,755,34,664,1,10,47,0,11,180,2
2022,"Kent State","Mid-American",12,18812,194,349,2582,17,8,517,2433,23,5015,5,13,274,175,72,12,24,80,652,38,847,0,17,113,1,7,71,1
2022,"Toledo","Mid-American",14,24795,247,439,3149,31,15,580,2489,23,5638,11,26,308,208,85,16,27,94,775,22,342,0,31,252,0,12,87,2
2022,"California","Pac-12",12,20679,291,466,3217,23,9,318,1158,10,4375,3,12,231,167,59,12,22,63,535,20,342,0,22,240,0,11,127,1
2022,"Georgia Southern","Sun Belt",13,21582,373,611,4282,28,16,371,1783,23,6065,5,21,327,195,90,13,23,66,595,26,451,0,19,189,1,11,104,1
2022,"Wisconsin","Big Ten",13,24295,188,326,2390,21,11,501,2337,21,4727,7,18,233,169,68,7,15,81,751,28,635,0,24,132,0,17,241,2
2022,"Iowa","Big Ten",13,22058,192,349,2037,7,7,423,1234,12,3271,10,17,180,176,49,5,15,53,420,19,438,0,31,300,0,15,206,4
2022,"Marshall","Sun Belt",13,24818,225,367,2496,16,10,596,2668,20,5164,9,19,270,206,77,6,21,93,859,20,386,0,24,144,1,18,162,3
2022,"Army","FBS Independents",12,22773,42,104,924,5,4,645,3467,38,4391,8,12,211,159,70,16,30,58,465,13,211,0,15,167,3,10,74,0
2022,"Ohio","Mid-American",14,27015,302,464,3893,28,5,493,2008,23,5901,8,13,290,188,79,6,17,69,618,58,1115,1,15,31,0,12,163,0
2022,"Purdue","Big Ten",14,26767,368,581,3895,26,17,467,1695,17,5590,6,23,322,208,80,18,33,74,748,28,484,0,23,164,0,15,289,3
2022,"Kansas State","Big 12",14,26643,242,388,2947,21,6,569,2916,32,5863,6,12,281,195,76,17,29,74,601,35,804,0,16,197,2,16,101,1
2022,"East Carolina","American Athletic",13,24332,323,484,3776,28,5,423,2218,25,5994,2,7,293,181,84,13,29,56,489,33,735,1,19,134,0,10,120,1
2022,"NC State","ACC",13,24481,269,471,2939,23,8,442,1479,8,4418,8,16,265,196,71,8,20,95,752,19,438,0,21,160,1,19,172,1
2023,"California","Pac-12",13,22364,258,434,2836,22,16,497,2250,26,5086,12,28,278,191,74,17,33,72,583,25,486,1,11,30,0,12,68,0
2023,"San Diego State","Mountain West",12,23606,202,319,2061,10,10,454,1851,16,3912,7,17,206,174,61,13,23,59,528,30,589,0,22,185,0,12,206,1
2023,"Rice","American Athletic",13,24201,268,431,3282,29,16,387,1436,21,4718,9,25,247,158,60,16,24,74,628,26,548,0,22,223,1,5,98,0
2023,"Texas","Big 12",14,26223,317,475,4047,25,9,527,2638,29,6685,9,18,323,185,71,19,31,92,731,33,636,1,27,393,2,16,210,2
2023,"Florida International","Conference USA",12,19643,220,383,2760,12,12,380,1083,17,3843,9,21,184,169,48,16,33,70,607,27,480,0,14,103,0,6,118,1
2023,"Troy","Sun Belt",14,26037,279,456,3712,29,6,485,2154,19,5866,12,18,298,189,77,13,29,72,650,21,413,0,17,91,0,10,63,1
2023,"Mississippi State","SEC",12,20641,201,348,2182,15,10,401,1761,12,3943,4,14,199,159,49,10,24,75,682,23,550,1,17,200,1,7,61,0
2023,"Baylor","Big 12",12,22827,263,442,3156,15,7,413,1378,13,4534,8,15,238,177,64,22,48,49,347,42,996,2,13,201,0,7,14,0
2023,"Washington State","Pac-12",12,21403,341,511,4028,27,9,341,1011,17,5039,12,21,272,159,67,12,26,73,597,22,456,1,9,70,0,8,162,2
2023,"Wake Forest","ACC",12,20950,192,321,2352,14,12,468,1565,13,3917,10,22,239,161,55,8,19,49,466,23,528,1,16,148,0,8,141,0
2023,"Maryland","Big Ten",13,21991,307,477,3626,27,13,382,1409,20,5035,8,21,271,176,74,13,19,71,735,23,453,1,12,101,0,17,166,1
2023,"Army","FBS Independents",12,23429,83,164,1234,7,11,573,2505,19,3739,11,22,195,156,59,20,34,47,435,13,223,0,11,149,2,9,180,1
2023,"Michigan","Big Ten",15,29002,260,361,3205,24,5,563,2536,40,5741,3,8,297,173,74,17,22,45,412,18,251,0,31,316,0,18,419,4
2023,"Memphis","American Athletic",13,24285,321,481,3984,33,10,429,1976,31,5960,5,15,295,172,78,18,28,53,536,27,566,0,16,118,0,11,205,3
2023,"Wisconsin","Big Ten",13,22837,281,469,2862,14,5,454,2095,22,4957,12,17,260,199,88,5,20,73,625,25,531,0,22,194,0,13,171,1
2023,"Texas A&M","SEC",13,24498,274,426,3520,24,10,456,1770,23,5290,5,15,288,175,76,12,20,77,591,23,399,0,29,324,1,9,37,1
2023,"Hawai'i","Mountain West",13,23136,337,537,3593,27,15,324,989,6,4582,8,23,251,183,68,16,31,80,733,21,410,0,15,101,0,7,63,0
2023,"SMU","American Athletic",14,25291,274,465,3897,33,8,556,2472,29,6369,6,14,329,196,84,17,29,64,563,25,449,0,27,265,1,12,172,4
2023,"Florida State","ACC",14,24689,260,433,3508,25,4,463,2102,32,5610,5,9,274,182,66,10,21,85,792,17,407,1,26,298,0,10,53,1
2023,"San José State","Mountain West",13,23863,230,376,2853,21,4,429,2393,31,5246,6,10,269,153,68,7,19,74,638,21,284,0,11,182,2,12,230,1
2023,"Virginia","ACC",12,22614,248,396,3010,19,14,454,1415,12,4425,6,20,252,183,66,12,20,78,663,20,389,0,19,61,0,8,80,1
2023,"Tulane","American Athletic",14,26329,229,368,3010,25,7,527,2171,16,5181,13,20,257,186,71,19,32,67,600,28,670,1,15,126,1,17,138,0
2023,"Western Michigan","Mid-American",12,21550,247,393,2534,13,9,479,1840,21,4374,4,13,235,179,64,19,39,85,747,28,512,0,7,64,0,9,2,0
2023,"Cincinnati","Big 12",12,23017,218,360,2508,21,11,517,2605,14,5113,6,17,267,176,74,14,31,68,631,16,249,0,15,52,0,8,100,0
2023,"Auburn","SEC",13,22670,189,317,2109,18,13,513,2457,22,4566,7,20,241,166,54,13,26,71,570,34,708,0,25,250,1,12,179,1
2023,"Georgia","SEC",14,28119,328,456,4274,29,7,501,2676,40,6950,7,14,363,165,89,9,12,62,601,25,610,0,24,260,1,14,135,1
2023,"Toledo","Mid-American",14,23459,232,377,3083,26,10,524,2784,31,5867,11,21,284,179,79,13,22,93,866,42,868,1,20,108,0,11,96,1
2023,"Nevada","Mountain West",12,21830,191,345,2102,6,12,443,1498,14,3600,8,20,200,174,52,10,23,81,702,28,484,0,7,118,0,9,287,3
2023,"Arkansas","SEC",12,22123,207,323,2250,22,8,472,1668,9,3918,10,18,208,175,67,10,16,76,665,24,475,0,16,180,1,12,235,4
2023,"NC State","ACC",13,25313,224,379,2519,19,12,478,2036,19,4555,3,15,241,188,75,9,15,75,602,24,537,1,17,171,0,17,178,2
2023,"UNLV","Mountain West",14,23710,251,404,3349,17,12,538,2429,39,5778,7,19,285,206,101,9,20,96,865,43,994,0,20,314,0,17,110,1
2023,"Utah","Pac-12",13,26578,189,328,2156,15,11,562,2373,19,4529,2,13,244,196,81,12,29,64,536,21,425,0,24,111,0,8,82,2
2023,"BYU","Big 12",12,20393,220,396,2465,17,9,360,1252,15,3717,10,19,201,156,45,13,26,64,516,30,612,0,23,93,0,14,208,2
2023,"Boise State","Mountain West",14,26196,216,372,3098,20,13,560,3008,34,6106,8,21,300,185,85,9,11,52,448,26,502,0,8,27,0,11,76,0
2023,"USC","Pac-12",13,21558,314,461,4329,37,6,362,1735,33,6064,11,17,292,143,62,11,18,95,844,30,552,1,23,380,1,7,127,1
2023,"Texas State","Sun Belt",13,22755,287,429,3522,24,9,529,2439,33,5961,14,23,311,184,81,21,32,95,900,39,1017,2,13,100,0,11,141,2
2023,"TCU","Big 12",12,19699,319,503,3746,27,15,406,1854,19,5600,4,19,300,177,82,16,32,74,643,32,700,0,15,152,1,8,129,1
2023,"Georgia State","Sun Belt",13,23127,249,367,2672,20,7,513,2445,25,5117,8,15,254,189,86,9,19,83,748,22,371,0,11,34,1,11,146,1
2023,"Buffalo","Mid-American",12,21988,212,394,2223,14,11,435,1603,15,3826,8,19,206,184,63,15,41,58,499,35,555,0,12,58,0,11,232,2
2023,"Colorado State","Mountain West",12,19135,311,501,3678,24,18,332,1114,10,4792,7,25,247,175,72,8,19,91,838,26,580,1,13,150,1,9,74,0
2023,"Iowa","Big Ten",14,23979,170,348,1661,9,11,486,1635,11,3296,11,22,180,204,60,7,14,51,433,19,444,0,31,319,1,10,126,1
2023,"Stanford","Pac-12",12,22521,233,427,2796,11,10,414,1425,15,4221,4,14,234,183,65,9,27,75,709,22,337,0,7,48,0,8,49,0
2023,"Miami (OH)","Mid-American",14,24891,165,294,2316,16,7,503,2213,23,4529,9,16,214,167,60,4,13,66,547,26,522,0,25,299,0,11,130,0
2023,"Charlotte","American Athletic",12,23255,186,328,2013,7,16,464,1740,16,3753,6,22,202,169,40,19,35,83,703,30,619,0,24,227,1,11,107,1
2023,"UTEP","Conference USA",12,22623,178,330,2612,13,12,447,1732,16,4344,6,18,220,158,52,14,31,82,706,13,247,0,8,96,1,6,86,0
2023,"Oklahoma","Big 12",13,22662,310,453,4223,34,9,521,2368,32,6591,11,20,332,178,87,13,19,88,756,21,442,0,23,137,1,20,344,4
2023,"Arizona","Pac-12",13,24059,332,464,4008,36,11,398,1816,17,5824,3,14,299,163,80,10,15,82,689,12,166,0,15,101,1,9,88,0
2023,"New Mexico","Mountain West",12,23352,198,353,2615,17,10,440,2312,26,4927,5,15,278,145,59,9,14,118,1073,31,483,0,4,-7,0,4,3,0
2023,"Bowling Green","Mid-American",13,23823,213,356,2454,17,14,429,1786,22,4240,5,19,219,157,52,15,25,90,792,23,462,0,19,148,1,17,282,2
2023,"South Carolina","SEC",12,20375,283,412,3336,21,8,369,1021,17,4357,5,13,217,161,54,9,24,85,661,20,352,0,15,112,1,10,129,1
2023,"Florida Atlantic","American Athletic",12,19734,265,412,2586,19,15,369,1383,16,3969,2,17,215,168,57,13,34,41,400,27,449,0,15,282,1,10,99,2
2023,"Northern Illinois","Mid-American",13,24601,211,366,2467,15,9,467,2335,23,4802,9,18,243,175,73,10,20,58,517,26,414,0,13,104,1,10,92,0
2023,"Texas Tech","Big 12",13,22425,284,471,2909,24,18,474,2117,17,5026,5,23,285,194,77,24,37,70,649,33,841,1,15,261,1,13,121,1
2023,"Vanderbilt","SEC",12,20723,217,390,2680,23,13,350,1143,10,3823,7,20,204,160,52,8,27,59,510,27,545,1,16,163,0,12,132,2
2023,"Michigan State","Big Ten",12,20224,222,381,2366,14,13,371,1064,7,3430,9,22,198,161,49,10,20,81,708,17,320,0,13,89,0,9,22,0
2023,"Ohio State","Big Ten",13,22955,255,400,3498,26,7,431,1805,20,5303,6,13,272,168,72,10,18,74,579,13,259,0,17,75,0,7,230,3
2023,"Iowa State","Big 12",13,22743,241,381,3185,23,8,382,1559,16,4744,3,11,212,174,68,10,16,63,569,19,382,0,17,128,0,16,150,1
2023,"Middle Tennessee","Conference USA",12,20553,295,438,3187,23,13,384,1506,13,4693,8,21,232,182,72,10,22,81,675,14,260,0,11,120,0,8,96,0
2023,"Clemson","ACC",13,25818,302,474,2969,20,9,524,2266,24,5235,13,22,300,198,79,14,27,64,549,12,287,0,23,182,0,16,244,4
2023,"Indiana","Big Ten",12,21187,215,366,2548,18,10,434,1456,13,4004,8,18,236,169,62,9,26,66,612,31,657,1,13,31,0,10,98,1
2023,"South Florida","American Athletic",13,22298,287,447,3494,27,11,580,2377,23,5871,10,21,300,208,78,20,46,97,852,21,414,0,20,105,0,14,175,1
2023,"Colorado","Pac-12",12,19854,323,474,3536,29,4,358,827,12,4363,7,11,254,177,68,10,15,107,854,17,319,0,18,176,0,10,74,1
2023,"Kansas State","Big 12",13,24870,258,427,3135,30,10,532,2666,32,5801,2,12,310,188,90,14,24,63,568,19,328,0,16,87,0,13,136,1
2023,"Southern Miss","Sun Belt",12,23943,188,365,2288,15,8,486,1961,16,4249,8,16,243,188,72,11,25,75,578,40,879,1,16,167,1,9,41,0
2023,"Kent State","Mid-American",12,20758,160,306,1974,11,6,441,1271,8,3245,6,12,180,172,51,12,26,65,554,42,887,0,14,106,0,6,0,0
2023,"Wyoming","Mountain West",13,23597,189,304,2191,20,6,468,2060,19,4251,5,11,242,152,56,6,9,51,434,18,258,0,9,33,0,11,120,1
2023,"Oklahoma State","Big 12",14,25144,344,570,3871,18,16,449,2173,29,6044,6,22,303,209,80,11,20,70,578,34,651,0,12,42,0,13,194,1
2023,"Miami","ACC",13,24860,283,436,3354,23,14,440,2251,24,5605,8,22,285,164,67,11,21,79,751,33,791,1,12,79,0,12,118,1
2023,"Arizona State","Pac-12",12,21799,243,440,2524,8,14,374,1334,17,3858,6,20,226,173,53,18,38,69,622,31,710,0,10,100,0,5,47,0
2023,"UCF","Big 12",13,22523,229,366,3364,24,11,529,2967,28,6331,7,18,300,169,83,13,23,79,651,20,390,0,17,156,0,12,135,0
2023,"Eastern Michigan","Mid-American",13,22617,197,358,1976,10,12,428,1457,18,3433,6,18,207,180,63,10,19,79,747,35,729,3,13,142,0,7,65,0
2023,"North Carolina","ACC",13,22320,292,460,3881,26,11,498,2505,28,6386,6,17,319,189,92,9,20,93,862,14,257,0,9,114,1,12,64,0
2023,"Ball State","Mid-American",12,23577,181,304,1640,9,8,472,2057,15,3697,8,16,217,168,63,10,18,62,542,26,452,0,14,15,0,5,49,0
2023,"Boston College","ACC",13,24542,204,361,2394,15,14,547,2556,25,4950,5,19,279,191,79,29,38,85,717,20,311,0,12,112,0,8,45,1
2023,"Penn State","Big Ten",13,25370,246,412,2795,30,2,515,2407,26,5202,6,8,292,185,75,20,26,65,563,16,372,0,29,336,2,12,177,1
2023,"Northwestern","Big Ten",13,22322,241,389,2626,20,8,458,1325,13,3951,1,9,218,192,77,3,14,69,554,28,584,0,11,70,0,13,101,0
2023,"App State","Sun Belt",14,26262,299,471,3827,34,10,534,2402,23,6229,12,22,332,189,79,18,28,61,567,27,604,0,2,37,0,15,149,2
2023,"Liberty","Conference USA",14,27786,178,303,2882,32,6,670,4106,39,6988,12,18,346,158,78,11,21,88,875,26,532,0,13,86,0,21,181,2
2023,"Akron","Mid-American",12,21285,258,425,2371,10,15,346,972,12,3343,6,21,200,171,57,8,23,83,722,36,632,0,18,110,0,6,191,1
2023,"South Alabama","Sun Belt",13,23830,291,428,3486,28,11,469,2240,28,5726,9,20,294,174,75,17,27,87,750,18,312,0,24,252,0,13,70,0
2023,"North Texas","American Athletic",12,21025,284,463,3657,33,9,449,2294,19,5951,10,19,297,174,73,21,35,57,559,37,720,0,11,50,0,10,50,0
2023,"Purdue","Big Ten",12,21909,234,392,2534,15,10,462,2025,20,4559,8,18,245,176,63,11,28,72,691,22,509,1,20,159,0,10,79,0
2023,"Nebraska","Big Ten",12,22246,136,261,1631,10,16,478,2122,16,3753,15,31,197,154,59,8,16,60,508,15,335,0,16,48,0,9,71,0
2023,"Pittsburgh","ACC",12,19883,192,360,2592,17,12,356,1223,10,3815,9,21,195,150,47,10,20,94,773,26,488,1,23,108,0,10,141,1
2023,"UCLA","Pac-12",13,22643,238,410,2979,24,14,527,2573,21,5552,8,22,278,198,88,15,32,92,755,21,428,0,19,126,0,15,108,0
2023,"Coastal Carolina","Sun Belt",13,24831,273,410,3401,24,9,465,2010,17,5411,8,17,275,172,76,9,24,73,749,31,482,0,14,69,0,14,283,2
2023,"Temple","American Athletic",12,20416,283,508,3320,23,16,331,1155,9,4475,9,25,247,173,66,23,45,54,440,39,688,1,14,76,0,3,2,0
2023,"Ohio","Mid-American",13,26050,239,383,2647,16,9,485,1877,18,4524,4,13,271,184,84,8,16,73,673,15,273,0,15,41,0,15,137,1
2023,"Central Michigan","Mid-American",12,21758,183,325,2216,15,11,456,1914,21,4130,4,15,227,167,57,16,23,80,697,45,868,1,16,72,0,5,26,0
2023,"UAB","American Athletic",12,21050,306,427,3467,22,13,426,1933,24,5400,7,20,284,159,64,13,27,80,675,31,572,0,7,60,0,10,137,1
2023,"UTSA","American Athletic",13,23509,290,446,3248,25,14,516,2233,27,5481,8,22,294,194,92,15,26,73,666,19,319,0,18,125,1,10,250,0
2023,"Massachusetts","FBS Independents",12,21422,212,348,2569,14,11,390,1706,19,4275,6,17,213,151,55,3,13,96,851,41,713,0,13,80,0,8,135,2
2023,"Syracuse","ACC",13,22057,191,315,2237,17,15,530,2230,20,4467,9,24,232,179,70,10,20,95,801,21,381,0,27,272,0,9,215,3
2023,"Air Force","Mountain West",13,26088,55,105,1105,7,6,711,3648,36,4753,11,17,255,168,78,17,25,39,322,4,76,0,8,23,0,10,162,2
2023,"Tennessee","SEC",13,19457,263,411,3163,22,5,489,2662,23,5825,7,12,284,176,74,7,18,101,883,15,293,0,23,251,1,12,239,4
2023,"Jacksonville State","Conference USA",13,20844,182,350,2223,12,12,647,3077,35,5300,9,21,289,207,78,14,27,63,564,11,222,0,18,104,1,16,249,0
2023,"Florida","SEC",12,23838,281,389,3086,20,5,422,1819,21,4905,7,12,259,150,55,9,22,79,595,16,331,0,14,151,0,3,38,0
2023,"Louisiana","Sun Belt",13,22690,238,367,2817,23,9,469,2298,25,5115,11,20,265,167,68,11,20,79,647,43,956,1,19,102,0,13,149,3
2023,"Louisville","ACC",14,27062,266,408,3313,22,12,533,2499,31,5812,7,19,292,176,65,13,24,78,681,25,475,0,30,132,1,13,149,0
2023,"Georgia Tech","ACC",13,22348,231,379,2871,27,17,492,2649,24,5520,4,21,289,167,72,12,23,67,582,24,510,0,12,121,0,15,167,0
2023,"Minnesota","Big Ten",13,24863,164,312,1864,16,11,505,2048,13,3912,6,17,237,176,62,14,17,39,352,25,362,0,9,111,0,12,114,0
2023,"LSU","SEC",13,22504,286,411,4407,44,5,430,2658,34,7065,3,8,334,130,71,6,15,79,672,22,399,0,7,74,0,10,107,1
2023,"Houston","Big 12",12,20118,260,407,2897,24,13,359,1425,10,4322,2,15,230,154,56,7,27,68,590,29,625,2,15,100,0,9,152,1
2023,"UConn","FBS Independents",12,22510,219,381,2284,12,7,394,1639,15,3923,10,17,217,166,58,8,21,73,645,34,628,0,11,47,0,6,45,1
2023,"UL Monroe","Sun Belt",12,19468,177,345,2098,15,13,415,1755,7,3853,5,18,190,173,56,9,26,71,643,29,493,0,10,96,1,11,154,1
2023,"Sam Houston","Conference USA",12,21382,282,448,2668,15,12,368,1069,13,3737,4,16,219,183,65,13,22,61,506,27,440,0,21,144,0,13,217,2
2023,"Oregon","Pac-12",14,26079,397,514,4857,49,5,437,2583,33,7440,2,7,369,155,79,19,25,93,848,20,308,0,21,201,0,12,58,1
2023,"Washington","Pac-12",15,27149,376,575,5155,38,12,411,1776,28,6931,8,20,345,174,76,14,22,112,1029,34,703,0,19,184,1,16,321,2
2023,"Utah State","Mountain West",13,20951,269,436,3305,35,19,496,2397,18,5702,6,25,282,186,67,18,32,97,921,19,375,0,29,259,0,10,263,3
2023,"James Madison","Sun Belt",13,24420,289,429,3715,36,11,445,1731,17,5446,4,15,275,164,60,8,16,72,521,23,430,0,20,263,1,13,159,2
2023,"New Mexico State","Conference USA",15,28330,235,393,3206,28,10,526,2979,22,6185,5,15,307,171,74,11,19,93,874,18,337,0,18,135,0,7,88,1
2023,"Marshall","Sun Belt",13,22974,268,425,2940,12,18,452,1725,21,4665,11,29,236,181,56,6,25,85,766,33,807,2,9,19,0,13,131,2
2023,"Western Kentucky","Conference USA",13,23043,343,539,3837,38,14,357,1386,12,5223,9,23,263,191,83,16,26,59,478,24,461,0,11,40,0,15,131,1
2023,"West Virginia","Big 12",13,25362,178,332,2674,18,7,565,2976,32,5650,6,13,289,174,69,19,36,66,603,19,360,0,21,223,1,11,170,0
2023,"Tulsa","American Athletic",12,21386,190,334,2456,20,19,527,2171,13,4627,5,24,238,195,87,7,16,61,519,15,320,0,7,67,0,10,-1,0
2023,"Alabama","SEC",14,25815,208,325,3086,23,6,561,2417,32,5503,5,11,277,182,82,5,7,78,655,25,533,0,21,178,1,12,125,1
2023,"Fresno State","Mountain West",13,22900,336,515,3657,29,12,369,1384,16,5041,2,14,272,187,90,9,14,57,517,37,819,1,20,184,0,17,85,0
2023,"Illinois","Big Ten",12,20449,261,414,3191,23,13,396,1501,12,4692,10,23,244,161,59,13,24,79,749,25,454,0,12,133,0,7,103,2
2023,"Rutgers","Big Ten",13,24819,142,294,1788,10,8,517,2194,24,3982,5,13,227,169,62,16,25,66,587,4,165,0,10,48,2,9,52,0
2023,"Ole Miss","SEC",13,21639,256,395,3713,26,6,535,2294,29,6007,1,7,305,176,65,25,36,93,768,21,309,0,14,117,1,13,145,0
2023,"East Carolina","American Athletic",12,20874,208,388,1967,7,14,386,1340,12,3307,7,21,181,175,53,9,26,70,651,21,330,0,14,103,0,6,73,2
2023,"Notre Dame","FBS Independents",13,24019,227,351,3205,31,9,457,2414,28,5619,8,17,273,146,66,10,17,69,623,22,575,1,15,168,1,16,252,2
2023,"Kentucky","SEC",13,21518,211,375,2751,25,12,339,1660,18,4411,8,20,220,138,52,2,10,79,661,23,678,3,8,73,0,11,181,3
2023,"Georgia Southern","Sun Belt",13,24261,376,577,3929,26,20,377,1522,16,5451,11,31,300,185,85,13,22,76,673,43,967,1,29,206,0,13,154,3
2023,"Louisiana Tech","Conference USA",12,21415,269,422,3131,16,11,381,1495,20,4603,7,18,241,155,46,15,30,81,753,30,552,0,32,268,2,5,49,1
2023,"Oregon State","Pac-12",13,23968,222,380,3148,26,8,445,2172,26,5320,5,13,278,148,57,17,30,73,655,29,547,0,14,234,1,12,153,1
2023,"Navy","American Athletic",12,22507,102,199,1268,10,5,548,2335,16,3603,7,12,174,173,50,16,26,68,552,24,477,0,20,176,0,10,174,1
2023,"Kansas","Big 12",13,24023,200,311,3121,24,11,499,2678,32,5799,6,17,279,145,70,7,19,73,740,31,616,0,6,119,1,14,177,3
2023,"Missouri","SEC",13,23742,247,376,3395,23,7,497,2233,25,5628,2,9,280,169,72,11,15,93,705,22,409,0,9,71,0,9,47,1
2023,"Virginia Tech","ACC",13,24306,204,356,2619,23,5,499,2469,20,5088,10,15,258,175,61,17,26,82,752,31,716,2,27,289,0,7,64,0
2023,"Duke","ACC",13,22615,200,357,2351,14,8,448,2168,26,4519,7,15,243,166,60,12,20,73,598,16,338,0,17,149,0,10,53,1
2023,"Arkansas State","Sun Belt",13,20503,208,370,2931,17,9,459,1926,20,4857,4,13,257,169,60,7,20,80,792,30,761,1,17,164,1,8,194,2
2023,"Old Dominion","Sun Belt",13,19359,204,361,2532,20,11,474,1996,15,4528,7,18,215,187,69,7,26,84,788,31,501,0,19,137,0,11,275,2
